Generated from SelSteering2DScan.iob
number of ions = 1
Bender = 920V
SEL focus = -1870V
Ypos,Zpos,Sel_x,Sel_z,IonPosition
31.533333333333, 33.133333333333, 45, 33, 17.564368112331
31.533333333333, 33.133333333333, 45, 39, 17.916186617238
31.533333333333, 33.133333333333, 45, 45, 17.788534420092
31.533333333333, 33.666666666667, -45, -45, 17.558310293305
31.533333333333, 33.666666666667, -45, -39, 17.51800170352
31.533333333333, 33.666666666667, -45, -33, 17.552554174618
31.533333333333, 33.666666666667, -45, -27, 17.669368821947
31.533333333333, 33.666666666667, -45, -21, 17.821452245085
31.533333333333, 33.666666666667, -45, -15, 17.694133508747
31.533333333333, 33.666666666667, -45, -9, 17.625538977439
31.533333333333, 33.666666666667, -45, -3, 17.670421030785
31.533333333333, 33.666666666667, -45, 3, 17.82314850512
31.533333333333, 33.666666666667, -45, 9, 17.563131280891
31.533333333333, 33.666666666667, -45, 15, 17.899443333124
31.533333333333, 33.666666666667, -45, 21, 17.781380953342
31.533333333333, 33.666666666667, -45, 27, 17.706356947706
31.533333333333, 33.666666666667, -45, 33, 17.659663141388
31.533333333333, 33.666666666667, -45, 39, 17.629126512391
31.533333333333, 33.666666666667, -45, 45, 17.604486530346
31.533333333333, 33.666666666667, -39, -45, 17.838609863409
31.533333333333, 33.666666666667, -39, -39, 17.717014814638
31.533333333333, 33.666666666667, -39, -33, 17.676521291965
31.533333333333, 33.666666666667, -39, -27, 17.733263410388
31.533333333333, 33.666666666667, -39, -21, 17.394278161128
31.533333333333, 33.666666666667, -39, -15, 17.693773014495
31.533333333333, 33.666666666667, -39, -9, 17.625001788928
31.533333333333, 33.666666666667, -39, -3, 17.690272130826
31.533333333333, 33.666666666667, -39, 3, 17.762819738145
31.533333333333, 33.666666666667, -39, 9, 17.673870061366
31.533333333333, 33.666666666667, -39, 15, 17.547844398974
31.533333333333, 33.666666666667, -39, 21, 17.484520566675
31.533333333333, 33.666666666667, -39, 27, 17.901107904459
31.533333333333, 33.666666666667, -39, 33, 17.974433091737
31.533333333333, 33.666666666667, -39, 39, 17.489629823849
31.533333333333, 33.666666666667, -39, 45, 17.765404091828
31.533333333333, 33.666666666667, -33, -45, 17.621643902042
31.533333333333, 33.666666666667, -33, -39, 17.971021417023
31.533333333333, 33.666666666667, -33, -33, 17.834448307618
31.533333333333, 33.666666666667, -33, -27, 17.81421807957
31.533333333333, 33.666666666667, -33, -21, 17.420487860323
31.533333333333, 33.666666666667, -33, -15, 17.693348993958
31.533333333333, 33.666666666667, -33, -9, 17.625614671266
31.533333333333, 33.666666666667, -33, -3, 17.718566042062
31.533333333333, 33.666666666667, -33, 3, 17.451523948991
31.533333333333, 33.666666666667, -33, 9, 17.820782406154
31.533333333333, 33.666666666667, -33, 15, 17.773144789194
31.533333333333, 33.666666666667, -33, 21, 17.794438030096
31.533333333333, 33.666666666667, -33, 27, 17.860895472974
31.533333333333, 33.666666666667, -33, 33, 17.639632829211
31.533333333333, 33.666666666667, -33, 39, 17.912558667057
31.533333333333, 33.666666666667, -33, 45, 17.525643067719
31.533333333333, 33.666666666667, -27, -45, 17.484641853507
31.533333333333, 33.666666666667, -27, -39, 17.735556446524
31.533333333333, 33.666666666667, -27, -33, 17.498374169008
31.533333333333, 33.666666666667, -27, -27, 17.918997006008
31.533333333333, 33.666666666667, -27, -21, 17.453832675492
31.533333333333, 33.666666666667, -27, -15, 17.692805321482
31.533333333333, 33.666666666667, -27, -9, 17.628187893082
31.533333333333, 33.666666666667, -27, -3, 17.759554527618
31.533333333333, 33.666666666667, -27, 3, 17.558540857286
31.533333333333, 33.666666666667, -27, 9, 17.681741456058
31.533333333333, 33.666666666667, -27, 15, 17.528448417448
31.533333333333, 33.666666666667, -27, 21, 17.636285070667
31.533333333333, 33.666666666667, -27, 27, 17.786982432995
31.533333333333, 33.666666666667, -27, 33, 17.956843989681
31.533333333333, 33.666666666667, -27, 39, 17.555902325668
31.533333333333, 33.666666666667, -27, 45, 17.608652947682
31.533333333333, 33.666666666667, -21, -45, 17.860374205173
31.533333333333, 33.666666666667, -21, -39, 17.644095841233
31.533333333333, 33.666666666667, -21, -33, 17.765325473918
31.533333333333, 33.666666666667, -21, -27, 17.531788262441
31.533333333333, 33.666666666667, -21, -21, 17.497396324866
31.533333333333, 33.666666666667, -21, -15, 17.692060027538
31.533333333333, 33.666666666667, -21, -9, 17.6341578374
31.533333333333, 33.666666666667, -21, -3, 17.820235084545
31.533333333333, 33.666666666667, -21, 3, 17.71020882627
31.533333333333, 33.666666666667, -21, 9, 17.759791243751
31.533333333333, 33.666666666667, -21, 15, 17.925818956995
31.533333333333, 33.666666666667, -21, 21, 17.644031207795
31.533333333333, 33.666666666667, -21, 27, 17.838490530923
31.533333333333, 33.666666666667, -21, 33, 17.592949942264
31.533333333333, 33.666666666667, -21, 39, 17.677175304086
31.533333333333, 33.666666666667, -21, 45, 17.665219716407
31.533333333333, 33.666666666667, -15, -45, 17.608908824379
31.533333333333, 33.666666666667, -15, -39, 17.561455850067
31.533333333333, 33.666666666667, -15, -33, 17.573740651813
31.533333333333, 33.666666666667, -15, -27, 17.718371974336
31.533333333333, 33.666666666667, -15, -21, 17.556282393701
31.533333333333, 33.666666666667, -15, -15, 17.691019250337
31.533333333333, 33.666666666667, -15, -9, 17.646157938971
31.533333333333, 33.666666666667, -15, -3, 17.40391548418
31.533333333333, 33.666666666667, -15, 3, 17.931761824415
31.533333333333, 33.666666666667, -15, 9, 17.593861577878
31.533333333333, 33.666666666667, -15, 15, 17.906700624844
31.533333333333, 33.666666666667, -15, 21, 17.686041695925
31.533333333333, 33.666666666667, -15, 27, 17.644454651456
31.533333333333, 33.666666666667, -15, 33, 17.763629818218
31.533333333333, 33.666666666667, -15, 39, 17.473327523741
31.533333333333, 33.666666666667, -15, 45, 17.574384440224
31.533333333333, 33.666666666667, -9, -45, 17.506958724677
31.533333333333, 33.666666666667, -9, -39, 17.74143617198
31.533333333333, 33.666666666667, -9, -33, 17.845302227826
31.533333333333, 33.666666666667, -9, -27, 17.448075953769
31.533333333333, 33.666666666667, -9, -21, 17.639861512402
31.533333333333, 33.666666666667, -9, -15, 17.689594176579
31.533333333333, 33.666666666667, -9, -9, 17.669372294128
31.533333333333, 33.666666666667, -9, -3, 17.546280054338
31.533333333333, 33.666666666667, -9, 3, 17.733694217736
31.533333333333, 33.666666666667, -9, 9, 17.576171437769
31.533333333333, 33.666666666667, -9, 15, 17.484595483097
31.533333333333, 33.666666666667, -9, 21, 17.720216766075
31.533333333333, 33.666666666667, -9, 27, 17.678815889992
31.533333333333, 33.666666666667, -9, 33, 17.6099822546
31.533333333333, 33.666666666667, -9, 39, 17.700924197643
31.533333333333, 33.666666666667, -9, 45, 17.652237557367
31.533333333333, 33.666666666667, -3, -45, 17.471330092875
31.533333333333, 33.666666666667, -3, -39, 17.598822778542
31.533333333333, 33.666666666667, -3, -33, 17.690607161871
31.533333333333, 33.666666666667, -3, -27, 17.852366797634
31.533333333333, 33.666666666667, -3, -21, 17.766627194364
31.533333333333, 33.666666666667, -3, -15, 17.687642576532
31.533333333333, 33.666666666667, -3, -9, 17.714723435273
31.533333333333, 33.666666666667, -3, -3, 17.784591504311
31.533333333333, 33.666666666667, -3, 3, 17.705324532564
31.533333333333, 33.666666666667, -3, 9, 17.805688957577
31.533333333333, 33.666666666667, -3, 15, 17.832790306208
31.533333333333, 33.666666666667, -3, 21, 17.512988337178
31.533333333333, 33.666666666667, -3, 27, 17.619533128582
31.533333333333, 33.666666666667, -3, 33, 17.727342763543
31.533333333333, 33.666666666667, -3, 39, 17.888782522623
31.533333333333, 33.666666666667, -3, 45, 17.536213261691
31.533333333333, 33.666666666667, 3, -45, 17.932526769564
31.533333333333, 33.666666666667, 3, -39, 17.618563087574
31.533333333333, 33.666666666667, 3, -33, 17.657593076795
31.533333333333, 33.666666666667, 3, -27, 16.830997109066
31.533333333333, 33.666666666667, 3, -21, 15.704865831614
31.533333333333, 33.666666666667, 3, -15, 15.326024438145
31.533333333333, 33.666666666667, 3, -9, 15.746797997686
31.533333333333, 33.666666666667, 3, -3, 16.908061311038
31.533333333333, 33.666666666667, 3, 3, 17.994815339595
31.533333333333, 33.666666666667, 3, 9, 17.843556987994
31.533333333333, 33.666666666667, 3, 15, 17.542591068713
31.533333333333, 33.666666666667, 3, 21, 17.721295221123
31.533333333333, 33.666666666667, 3, 27, 17.67133323112
31.533333333333, 33.666666666667, 3, 33, 17.425377992955
31.533333333333, 33.666666666667, 3, 39, 17.736433849342
31.533333333333, 33.666666666667, 3, 45, 17.669396377692
31.533333333333, 33.666666666667, 9, -45, 17.702484940651
31.533333333333, 33.666666666667, 9, -39, 17.709985217991
31.533333333333, 33.666666666667, 9, -33, 15.812490893797
31.533333333333, 33.666666666667, 9, -27, 12.86386884673
31.533333333333, 33.666666666667, 9, -21, 11.542230579544
31.533333333333, 33.666666666667, 9, -15, 11.081333802594
31.533333333333, 33.666666666667, 9, -9, 11.582726179066
31.533333333333, 33.666666666667, 9, -3, 12.935096694619
31.533333333333, 33.666666666667, 9, 3, 15.922409824197
31.533333333333, 33.666666666667, 9, 9, 17.64771827005
31.533333333333, 33.666666666667, 9, 15, 17.732659126383
31.533333333333, 33.666666666667, 9, 21, 17.547677154591
31.533333333333, 33.666666666667, 9, 27, 17.862906487418
31.533333333333, 33.666666666667, 9, 33, 17.540843241994
31.533333333333, 33.666666666667, 9, 39, 17.746007596066
31.533333333333, 33.666666666667, 9, 45, 17.692457865589
31.533333333333, 33.666666666667, 15, -45, 17.594331058561
31.533333333333, 33.666666666667, 15, -39, 16.318675665731
31.533333333333, 33.666666666667, 15, -33, 12.566538733771
31.533333333333, 33.666666666667, 15, -27, 10.191164868479
31.533333333333, 33.666666666667, 15, -21, 8.4570229162246
31.533333333333, 33.666666666667, 15, -15, 7.8113288159656
31.533333333333, 33.666666666667, 15, -9, 8.5041661516396
31.533333333333, 33.666666666667, 15, -3, 10.268297234181
31.533333333333, 33.666666666667, 15, 3, 12.663101730668
31.533333333333, 33.666666666667, 15, 9, 16.450775522144
31.533333333333, 33.666666666667, 15, 15, 17.947570937551
31.533333333333, 33.666666666667, 15, 21, 17.886115622662
31.533333333333, 33.666666666667, 15, 27, 17.677629431917
31.533333333333, 33.666666666667, 15, 33, 17.747749422518
31.533333333333, 33.666666666667, 15, 39, 17.547962382794
31.533333333333, 33.666666666667, 15, 45, 17.729876475453
31.533333333333, 33.666666666667, 21, -45, 17.789265109965
31.533333333333, 33.666666666667, 21, -39, 14.85230284394
31.533333333333, 33.666666666667, 21, -33, 10.850457454985
31.533333333333, 33.666666666667, 21, -27, 7.9743205675483
31.533333333333, 33.666666666667, 21, -21, 5.5858731621496
31.533333333333, 33.666666666667, 21, -15, 4.544793542039
31.533333333333, 33.666666666667, 21, -9, 5.6505794744777
31.533333333333, 33.666666666667, 21, -3, 8.0637581117826
31.533333333333, 33.666666666667, 21, 3, 10.952138872805
31.533333333333, 33.666666666667, 21, 9, 14.986784633172
31.533333333333, 33.666666666667, 21, 15, 17.598298550039
31.533333333333, 33.666666666667, 21, 21, 17.86999993429
31.533333333333, 33.666666666667, 21, 27, 17.704586983581
31.533333333333, 33.666666666667, 21, 33, 17.59166950634
31.533333333333, 33.666666666667, 21, 39, 17.51029884275
31.533333333333, 33.666666666667, 21, 45, 17.961562217043
31.533333333333, 33.666666666667, 27, -45, 17.501117093458
31.533333333333, 33.666666666667, 27, -39, 13.214282725091
31.533333333333, 33.666666666667, 27, -33, 9.9383548283075
31.533333333333, 33.666666666667, 27, -27, 6.6782421775219
31.533333333333, 33.666666666667, 27, -21, 3.4921505815993
31.533333333333, 33.666666666667, 27, -15, 1.2959481853512
31.533333333333, 33.666666666667, 27, -9, 3.5916801150589
31.533333333333, 33.666666666667, 27, -3, 6.7819184454661
31.533333333333, 33.666666666667, 27, 3, 10.046602313748
31.533333333333, 33.666666666667, 27, 9, 13.332804878354
31.533333333333, 33.666666666667, 27, 15, 17.738736343794
31.533333333333, 33.666666666667, 27, 21, 17.705901135685
31.533333333333, 33.666666666667, 27, 27, 17.683979167507
31.533333333333, 33.666666666667, 27, 33, 17.668337966063
31.533333333333, 33.666666666667, 27, 39, 17.656570045817
31.533333333333, 33.666666666667, 27, 45, 17.647346142167
31.533333333333, 33.666666666667, 33, -45, 17.693653562548
31.533333333333, 33.666666666667, 33, -39, 13.300642632498
31.533333333333, 33.666666666667, 33, -33, 10.053385152958
31.533333333333, 33.666666666667, 33, -27, 6.8477945584433
31.533333333333, 33.666666666667, 33, -21, 3.8091525738585
31.533333333333, 33.666666666667, 33, -15, 2.0211440588539
31.533333333333, 33.666666666667, 33, -9, 3.9029826899203
31.533333333333, 33.666666666667, 33, -3, 6.9517430293583
31.533333333333, 33.666666666667, 33, 3, 10.161927309227
