Ypos,Zpos,Scan_min,Sel_x_min,Sel_z_min
35.0,32.75,0.72458850164614,0.0,-9.0
35.0,33.0,0.67048233218372,2.25,-4.5
35.0,33.25,0.58610955998547,2.25,-2.25
35.0,33.5,0.64789232261779,2.25,-2.25
35.0,33.75,0.29937356906975,2.25,0.0
35.0,34.0,0.36015562842794,2.25,0.0
35.0,34.25,0.42364325285573,2.25,0.0
35.0,34.5,0.31891143878871,2.25,0.0
35.0,34.75,0.27680212771512,2.25,0.0
35.0,35.0,0.41129416795132,2.25,0.0
35.0,35.25,0.62864344341258,2.25,0.0
35.0,35.5,0.61523752768039,2.25,-2.25
35.0,35.75,0.56808250376351,2.25,-2.25
35.0,36.0,0.60316496238784,2.25,-2.25
35.0,36.25,0.56381679279594,2.25,0.0
35.0,36.5,0.18736651376999,2.25,0.0
35.0,36.75,0.33334954454498,2.25,2.25
35.0,37.0,0.29415725751227,2.25,4.5
35.0,37.25,0.14014499310572,2.25,6.75
35.0,37.5,0.50991751990815,2.25,11.25
35.0,37.75,0.74028408247376,4.5,15.75
35.0,38.0,0.31929852636123,4.5,20.25
35.0,38.25,0.31392820317361,4.5,24.75
35.0,38.5,0.27264946046141,4.5,29.25
35.0,38.75,0.28178871488001,4.5,29.25
35.0,39.0,0.54230328316251,2.25,18.0
35.25,31.25,0.64613507148314,-4.5,-31.5
35.25,31.5,0.52037185933963,-4.5,-31.5
35.25,31.75,0.54645206769606,-2.25,-27.0
35.25,32.0,0.58502130895616,-2.25,-22.5
35.25,32.25,0.64906157043753,-2.25,-15.75
35.25,32.5,0.49538604767167,0.0,-11.25
35.25,32.75,0.48185023343468,0.0,-9.0
35.25,33.0,0.47505563146552,0.0,-4.5
35.25,33.25,0.55644158868994,0.0,-2.25
35.25,33.5,0.75230636671255,2.25,-2.25
35.25,33.75,0.52327787712114,2.25,0.0
35.25,34.0,0.5120812087617,2.25,0.0
35.25,34.25,0.54111240023596,2.25,0.0
35.25,34.5,0.42813776679895,2.25,0.0
35.25,34.75,0.3868002066864,2.25,0.0
35.25,35.0,0.4890475023067,2.25,0.0
35.25,35.25,0.68579865673834,2.25,0.0
35.25,35.5,0.70722137081013,2.25,-2.25
35.25,35.75,0.70409804749093,2.25,-2.25
35.25,36.0,0.73991372024038,2.25,-2.25
35.25,36.25,0.66628214946335,2.25,0.0
35.25,36.5,0.42248052802655,2.25,0.0
35.25,36.75,0.54907283943775,2.25,2.25
35.25,37.0,0.45031284075358,2.25,4.5
35.25,37.25,0.35671993965421,2.25,6.75
35.25,37.5,0.3343298807097,2.25,11.25
35.25,37.75,0.33849715140096,2.25,15.75
35.25,38.0,0.15450526113949,2.25,20.25
35.25,38.25,0.42187924174622,2.25,24.75
35.25,38.5,0.41822178388155,2.25,29.25
35.25,38.75,0.31410109814584,2.25,29.25
35.5,31.25,0.48084727506125,-6.75,-29.25
35.5,31.5,0.3828761128605,-6.75,-31.5
35.5,31.75,0.38439596846503,-4.5,-27.0
35.5,32.0,0.55650083216539,-4.5,-22.5
35.5,32.25,0.59733179872695,-2.25,-15.75
35.5,32.5,0.67223540345224,-2.25,-11.25
35.5,32.75,0.64542706369532,0.0,-9.0
35.5,33.0,0.57822145058303,0.0,-4.5
35.5,33.25,0.51323705095417,0.0,-2.25
35.5,33.5,0.54162140969639,0.0,-2.25
35.5,33.75,0.53340124362765,0.0,0.0
35.5,34.0,0.53398394007051,0.0,0.0
35.5,34.25,0.61222784229469,0.0,0.0
35.5,34.5,0.57450165035619,2.25,0.0
35.5,34.75,0.5542157521316,2.25,0.0
35.5,35.0,0.58205709111095,2.25,0.0
35.5,35.25,0.77778190591647,2.25,0.0
35.5,35.5,0.84555348003983,2.25,-2.25
35.5,35.75,0.70675153992514,0.0,-2.25
35.5,36.0,0.77208139934142,0.0,-2.25
35.5,36.25,0.64788081874703,0.0,0.0
35.5,36.5,0.58852135384566,0.0,0.0
35.5,36.75,0.43692948276515,0.0,2.25
35.5,37.0,0.48915449486321,0.0,4.5
35.5,37.25,0.4918029896788,0.0,6.75
35.5,37.5,0.53336944477371,0.0,11.25
35.5,37.75,0.55047852112622,0.0,15.75
35.5,38.0,0.61626538458793,0.0,20.25
35.5,38.25,0.70023253546773,0.0,27.0
35.5,38.5,0.62525773443318,0.0,31.5
35.5,38.75,0.68386699608655,0.0,31.5
35.75,31.25,0.63451403559342,-9.0,-29.25
35.75,31.5,0.37938768548856,-9.0,-31.5
35.75,31.75,0.39101125825484,-6.75,-27.0
35.75,32.0,0.62588211111865,-6.75,-22.5
35.75,32.25,0.4350470966635,-4.5,-18.0
35.75,32.5,0.54077533056968,-2.25,-13.5
35.75,32.75,0.070430500232063,-2.25,-9.0
35.75,33.0,0.74091424960403,-2.25,-6.75
35.75,33.25,0.66717657375968,0.0,-4.5
35.75,33.5,0.22309681624327,0.0,-2.25
35.75,33.75,0.3743508504205,0.0,0.0
35.75,34.0,0.23922208970123,0.0,0.0
35.75,34.25,0.34340992561949,0.0,0.0
35.75,34.5,0.4643716184013,0.0,0.0
35.75,34.75,0.47671815795594,0.0,0.0
35.75,35.0,0.57780827906886,0.0,0.0
35.75,35.25,0.63255029424123,0.0,0.0
35.75,35.5,0.72146034615487,0.0,0.0
35.75,35.75,0.64962794420541,0.0,-2.25
35.75,36.0,0.58075991817113,0.0,0.0
35.75,36.25,0.29673015718341,0.0,0.0
35.75,36.5,0.44460412911745,0.0,0.0
35.75,36.75,0.055637263645798,0.0,2.25
35.75,37.0,0.090155932989838,0.0,4.5
35.75,37.25,0.5369977146762,0.0,6.75
35.75,37.5,0.21181047184751,0.0,11.25
35.75,37.75,0.34659587651046,0.0,15.75
35.75,38.0,0.71067681003095,0.0,20.25
35.75,38.25,0.53752546095772,-2.25,27.0
35.75,38.5,0.35260005665038,-2.25,31.5
35.75,38.75,0.64600757133275,-4.5,29.25
36.0,31.25,0.51821851752275,-13.5,-27.0
36.0,31.5,0.25596264967514,-11.25,-31.5
36.0,31.75,0.6938992109177,-9.0,-27.0
36.0,32.0,0.65366712466498,-6.75,-22.5
36.0,32.25,0.32568643182977,-6.75,-18.0
36.0,32.5,0.022560521491014,-4.5,-13.5
36.0,32.75,0.65195104443124,-4.5,-9.0
36.0,33.0,0.17935475582885,-2.25,-6.75
36.0,33.25,0.45940696338872,-2.25,-4.5
36.0,33.5,0.46210542609805,0.0,-2.25
36.0,33.75,0.58806986300508,0.0,0.0
36.0,34.0,0.17109784249436,0.0,0.0
36.0,34.25,0.073098503299953,0.0,0.0
36.0,34.5,0.18347736294671,0.0,0.0
36.0,34.75,0.20438799131779,0.0,0.0
36.0,35.0,0.32517725502338,0.0,0.0
36.0,35.25,0.41663356780187,0.0,0.0
36.0,35.5,0.50780071632373,0.0,0.0
36.0,35.75,0.51738430524801,0.0,0.0
36.0,36.0,0.37788470981025,0.0,0.0
36.0,36.25,0.20700637205802,0.0,0.0
36.0,36.5,0.65149799635598,0.0,2.25
36.0,36.75,0.56919432039034,0.0,2.25
36.0,37.0,0.68403049890141,0.0,4.5
36.0,37.25,0.55641964935715,-2.25,9.0
