Generated from SelSteeringTester.iob
number of ions = 1
Bender = 920V
SEL focus = -1870V
Ypos,Zpos,Sel_x,Sel_z,IonSplatPos, IonCollectorPos
32.5, 32.75, 21.892947724904, -19.10672363406, 1.5874586582149, 1.5786738422001
32.5, 33, 20.554234399227, -15.869067833759, 1.4409511501211, 1.4363298273487
32.5, 33.25, 19.389292874024, -13.068733234424, 1.5572818700763, 1.5514450096186
32.5, 33.5, 18.401086855913, -10.654393900651, 1.6838024800963, 1.6756970926552
32.5, 33.75, 17.592580054537, -8.5747238975018, 1.7261460348737, 1.7166667752816
32.5, 34, 16.966736174305, -6.7783972932957, 1.7146227114145, 1.7050943458035
32.5, 34.25, 16.526518928236, -5.2140881619416, 1.6585002438783, 1.6496724513693
32.5, 34.5, 16.274892023066, -3.8304705703631, 1.6409096022494, 1.6324515594967
32.5, 34.75, 16.214819164132, -2.5762185701169, 1.645272433687, 1.6368097309327
32.5, 35, 16.349264061777, -1.4000062420964, 1.8006892050259, 1.7903568063855
32.5, 35.25, 16.681190427043, -0.25050765415654, 1.9053248068077, 1.8934066573755
32.5, 35.5, 17.213561962708, 0.92360312119126, 2.1043090686508, 2.0900156886178
32.5, 35.75, 17.949342378997, 2.173652025871, 2.23025786385
32.5, 36, 18.89149538707, 3.5509649901651, 2.3570950137228
32.5, 36.25, 20.04298469238, 5.1068679518066, 2.4347633356121
32.5, 36.5, 21.406774002942, 6.8926868312992, 2.4909165997522
32.5, 36.75, 22.98582702619, 8.9597475696355, 2.5072608280772
32.5, 37, 24.78310747433, 11.359376099426, 2.5645941918574
32.5, 37.25, 26.801579053164, 14.142898333259, 2.7381316188768
32.5, 37.5, 29.044205468148, 17.361640236806, 3.0026899246944
32.5, 37.75, 31.513950431254, 21.066927727312, 2.9773035992757
32.5, 38, 34.213777650613, 25.310086729005, 3.6602172679468
32.75, 31.75, 25.176306896377, -34.826729319058, 4.1462490295942
32.75, 32, 23.426364097511, -29.502077282872, 1.8071613535267, 1.7958395654882
32.75, 32.25, 21.813683249755, -24.825175756123, 2.1224430734408, 2.1057110386233
32.75, 32.5, 20.341676478623, -20.744039656594, 1.8983734356324, 1.8859187688344
32.75, 32.75, 19.01375591103, -17.206683883909, 1.7756761256565, 1.7666518116341
32.75, 33, 17.833333676448, -14.161123346537, 1.7638963700697, 1.7548584200517
32.75, 33.25, 16.803821900743, -11.55537297111, 2.0031427334121, 1.9904072053921
32.75, 33.5, 15.928632714902, -9.3374476525933, 2.1130808161363, 2.0982319721876
32.75, 33.75, 15.211178242578, -7.4553622920066, 2.1868299671883
32.75, 34, 14.654870611732, -5.8571318122558, 2.180975034285, 2.1643341177543
32.75, 34.25, 14.263121952186, -4.4907711138949, 2.0960945632807, 2.0804950110249
32.75, 34.5, 14.039344388293, -3.304295106791, 2.0552836847619, 2.0395432579027
32.75, 34.75, 13.986950048944, -2.2457187124528, 2.0472767513108, 2.0317767518785
32.75, 35, 14.10935106175, -1.2630568221211, 2.1718514552838, 2.1556147162622
32.75, 35.25, 14.409959555604, -0.30432435963303, 2.2559789564124, 2.2377961703678
32.75, 35.5, 14.89218765602, 0.68246377492324, 2.4407675670415, 2.4214305379961
32.75, 35.75, 15.559447490727, 1.7492926707491, 2.5715707965881
32.75, 36, 16.415151188499, 2.948147432413, 2.7340548660906
32.75, 36.25, 17.462710874388, 4.3310131244361, 2.8315047852195
32.75, 36.5, 18.705538677284, 5.949874852784, 2.8020586594612
32.75, 36.75, 20.147046727943, 7.8567176987417, 2.8293505108221
32.75, 37, 21.790647146991, 10.103526774794, 2.8121942034059
32.75, 37.25, 23.63975206844, 12.742287156172, 2.9899737546445
32.75, 37.5, 25.697773613967, 15.824983926956, 3.1486190226442
32.75, 37.75, 27.968123917002, 19.40360220056, 3.2598208421551
32.75, 38, 30.454215100734, 23.530127047095, 3.0448357619879
32.75, 38.25, 33.159459296148, 28.256543565076, 5.4676753331287
33, 31.75, 21.838142682565, -32.44658306567, 1.7020544922771, 1.6937139025163
33, 32, 20.348154660081, -27.285215974785, 2.2721593531792, 2.2537163689525
33, 32.25, 18.970832900959, -22.77549188491, 2.1885104151449
33, 32.5, 17.709985068534, -18.864884305745, 1.9200800458395, 1.9081529641646
33, 32.75, 16.569418834406, -15.500866700429, 1.8795300617412, 1.8684330966457
33, 33, 15.552941860049, -12.630912592635, 2.0519373441306, 2.0373093713547
33, 33.25, 14.664361816249, -10.202495479025, 2.2218906461303, 2.2049914493534
33, 33.5, 13.907486365992, -8.1630888483487, 2.2557558323906
33, 33.75, 13.286123178201, -6.4601662042551, 2.3695168265404
33, 34, 12.804079920403, -5.0412010340951, 2.3662236812251
33, 34.25, 12.465164256049, -3.8536668494344, 2.3350729764141, 2.3154229079157
33, 34.5, 12.273183854646, -2.845037130639, 2.2783971015329, 2.2588118278811
33, 34.75, 12.231946379645, -1.9627853771672, 2.2489240519373, 2.2303242981732
33, 35, 12.345259501366, -1.1543850922026, 2.3440442582078, 2.3236647156752
33, 35.25, 12.616930881282, -0.36730977660045, 2.4312463878122, 2.4098418813894
33, 35.5, 13.050768191344, 0.45096708135679, 2.5742463776264
33, 35.75, 13.650579097215, 1.3529719761573, 2.748372106894
33, 36, 14.420171259786, 2.3912314255722, 2.8772548269047
33, 36.25, 15.36335235252, 3.6182719189674, 2.9344087012151
33, 36.5, 16.483930039103, 5.0866199629381, 2.8928446105084
33, 36.75, 17.785711986362, 6.8488020687364, 2.9414954032355
33, 37, 19.272505858447, 8.957344725728, 2.980465724741
33, 37.25, 20.948119327542, 11.464774442371, 3.0626397082626
33, 37.5, 22.816360057564, 14.423617733642, 3.2617323849516
33, 37.75, 24.881035711383, 17.886401078664, 3.5166366203277
33, 38, 27.145953959785, 21.905651001725, 3.4142385544137
33, 38.25, 29.614922468318, 26.533894002903, 3.3125755139456
33.25, 31.5, 20.168859047699, -36.036968420725, 3.505417412252
33.25, 31.75, 18.859851230285, -30.318047426641, 1.907583985006, 1.8963656631523
33.25, 32, 17.634844060522, -25.306586225051, 2.4064130086421
33.25, 32.25, 16.497992684599, -20.949616549071, 2.2501759360132, 2.2330891496722
33.25, 32.5, 15.453452247428, -17.194170133676, 2.1995707179453, 2.1831503345339
33.25, 32.75, 14.505377895548, -13.987278711051, 2.2693102659127, 2.2525808853605
33.25, 33, 13.65792477096, -11.27597401198, 2.3924764585546, 2.3724506880461
33.25, 33.25, 12.915248024277, -9.0072877672501, 2.456914463591
33.25, 33.5, 12.281502795988, -7.1282517211512, 2.5466072143165
33.25, 33.75, 11.760844230652, -5.5858975998126, 2.6909523933289
33.25, 34, 11.357427478884, -4.3272571368143, 2.7053121273759
33.25, 34.25, 11.075407679076, -3.2993620671332, 2.6445306101459
33.25, 34.5, 10.918939982075, -2.4492441127077, 2.5859443002311
33.25, 34.75, 10.892179530114, -1.7239350201562, 2.5666171194139
33.25, 35, 10.999281468103, -1.0704665225931, 2.6578954421922
33.25, 35.25, 11.244400943164, -0.43587034055963, 2.7186715059653
33.25, 35.5, 11.631693097064, 0.23282177979127, 2.8812228770492
33.25, 35.75, 12.165313081117, 0.98857810534537, 3.0458659080788
33.25, 36, 12.849416035227, 1.8843669169582, 3.1846560803591
33.25, 36.25, 13.688157104771, 2.9731564731337, 3.2214399593977
33.25, 36.5, 14.685691436636, 4.3079150430858, 3.1381781525928
33.25, 36.75, 15.846174176084, 5.9416108829901, 3.1529549478611
33.25, 37, 17.173760466976, 7.9272122648545, 3.2335040528424
33.25, 37.25, 18.672605457134, 10.317687457893, 3.3526702410435
33.25, 37.5, 20.346864285879, 13.166004735045, 3.5260392241268
33.25, 37.75, 22.200692103477, 16.52513236599, 3.697991621332
33.25, 38, 24.238244052976, 20.448038611095, 3.7854071909254
33.25, 38.25, 26.463675284991, 24.987691720948, 3.3556496833607
33.25, 38.5, 28.881140936166, 30.19705998525, 5.2883123346903
33.5, 31.5, 17.204536900856, -34.028395353816, 1.7186579300966, 1.7107706124516
33.5, 31.75, 16.189531556098, -28.442531137262, 2.3502540198587
33.5, 32, 15.233823257498, -23.566480628215, 2.5147833566434
33.5, 32.25, 14.341871393146, -19.346915341448, 2.3809903722092
33.5, 32.5, 13.518135346007, -15.730506799649, 2.2935981998957, 2.2758383810882
33.5, 32.75, 12.767074498697, -12.663926521316, 2.4107477608331, 2.4039014458556
33.5, 33, 12.093148235348, -10.093846018892, 2.5154100409236, 2.492982022412
33.5, 33.25, 11.500815934851, -7.9669368257746, 2.6104097225037
33.5, 33.5, 10.994536985061, -6.2298704637215, 2.6784611222042
33.5, 33.75, 10.578770768712, -4.8293184274808, 2.79775911548
33.5, 34, 10.257976663648, -3.7119522565044, 2.8018705009014
33.5, 34.25, 10.036614058772, -2.8244434664957, 2.7358540541771
33.5, 34.5, 9.9191423351876, -2.1134635671042, 2.6708769599984
33.5, 34.75, 9.9100208742311, -1.5256840866059, 2.6378167175673
33.5, 35, 10.013709062128, -1.007776543498, 2.7143509712867
33.5, 35.25, 10.234666279051, -0.50641246093437, 2.7838905029192
33.5, 35.5, 10.577351908432, 0.03173665329814, 2.948355971267
33.5, 35.75, 11.046225336147, 0.65999926859513, 3.1130774131137
33.5, 36, 11.645745939226, 1.4317038757727, 3.2553719225582
33.5, 36.25, 12.380373109947, 2.4001789409667, 3.3095743298447
33.5, 36.5, 13.254566224292, 3.6187529545277, 3.2522427087067
33.5, 36.75, 14.27278466674, 5.1407543951645, 3.2823183791814
33.5, 37, 15.439487817464, 7.019511745777, 3.3171085920107
33.5, 37.25, 16.759135067463, 9.3083534892648, 3.4503687284328
33.5, 37.5, 18.236185793066, 12.060608105268, 3.5841564267082
33.5, 37.75, 19.875099377939, 15.329604070168, 3.8729421074723
33.5, 38, 21.680335209239, 19.168669861741, 3.9967471451223
33.5, 38.25, 23.656352667604, 23.631133963354, 3.7637051881795
33.5, 38.5, 25.807611131575, 28.770324864425, 3.6299759140062
33.75, 31.25, 15.2404630112, -38.521885880269, 6.8378130188987
33.75, 31.5, 14.4928510061, -32.289132555481, 1.7723712756904, 1.7627544565836
33.75, 31.75, 13.775282672839, -26.821442937478, 2.6108900412663
33.75, 32, 13.092483211076, -22.065191791859, 2.692815877629
33.75, 32.25, 12.449177819537, -17.96675387118, 2.6402761440835
33.75, 32.5, 11.850091700093, -14.472503942437, 2.5187224506677
33.75, 32.75, 11.299950048444, -11.528816766106, 2.7310298936393
33.75, 33, 10.803478071, -9.082067088224, 2.8059724143469
33.75, 33.25, 10.3654009616, -7.0786296646111, 2.9641680252505
33.75, 33.5, 9.9904439238599, -5.464879269246, 2.9914637549082
33.75, 33.75, 9.6833321547601, -4.1871906388551, 3.1115629833945
33.75, 34, 9.4487908589654, -3.1919385446236, 3.1135929893318
33.75, 34.25, 9.2915452322923, -2.4254977353849, 3.0581587590081
33.75, 34.5, 9.2163204774261, -1.8342429711483, 2.9621450317417
33.75, 34.75, 9.2278417887865, -1.3645490133204, 2.9250958171438
33.75, 35, 9.3308343746467, -0.96279061911628, 2.9744473857211
33.75, 35.25, 9.5300234289607, -0.57534253736958, 3.062221964249
33.75, 35.5, 9.8301341537153, -0.14857953507453, 3.2249347499286
33.75, 35.75, 10.235891747056, 0.37112363334745, 3.424056544041
33.75, 36, 10.752021414926, 1.0373922237195, 3.5620178158092
33.75, 36.25, 11.383248348953, 1.9038514560089, 3.6326710317558
33.75, 36.5, 12.134297752753, 3.0241265911609, 3.5847313308032
33.75, 36.75, 13.009894827497, 4.4518428584561, 3.6535750647234
33.75, 37, 14.014764772728, 6.2406255104579, 3.6374217886107
33.75, 37.25, 15.153632787289, 8.444099789951, 3.7632463057876
33.75, 37.5, 16.431224072352, 11.1158909183, 3.7908180577258
33.75, 37.75, 17.852263826178, 14.30962417461, 4.0828951805905
33.75, 38, 19.421477248659, 18.078924777918, 4.2368340504708
33.75, 38.25, 21.143589542713, 22.477417978458, 4.0934013457841
33.75, 38.5, 23.023325904738, 27.558729015291, 3.5376862465238
33.75, 38.75, 25.06541153742, 33.376483129337, 8.6113302570036
34, 31.25, 12.405535166617, -36.954050687607, 4.0700921195552
34, 31.5, 11.982629502192, -30.821912129875, 2.1382813489516, 2.121351186037
34, 31.75, 11.565203600214, -25.456191558391, 2.8226873668976
34, 32, 11.158214879339, -20.80301231565, 2.7535040968743
34, 32.25, 10.766620752285, -16.808497752529, 2.6367015399541
34, 32.5, 10.395378635963, -13.418771219905, 2.5756903685304
34, 32.75, 10.049445946584, -10.579956066795, 2.7782291424698
34, 33, 9.7337800994283, -8.2381756417453, 2.8827852650513
34, 33.25, 9.4533385083778, -6.3395532788709, 3.0753107989652
34, 33.5, 9.2130785908084, -4.8302123532631, 3.1006514964297
34, 33.75, 9.0179577639792, -3.6562761920504, 3.2204815971197
34, 34, 8.8729334374657, -2.7638681544922, 3.2734115066433
34, 34.25, 8.7829630349297, -2.0991115919314, 3.2368046393626
34, 34.5, 8.7530039673438, -1.6081298403442, 3.1505820808648
34, 34.75, 8.7880136490567, -1.2370462631807, 3.1297171089429
34, 35, 8.8929494991899, -0.93198419688269, 3.1737675396625
34, 35.25, 9.0727689304622, -0.63906699512154, 3.2641991486027
34, 35.5, 9.3324293600162, -0.30441801529378, 3.4083825462995
34, 35.75, 9.6768882055767, 0.12583941128105, 3.5990422579811
34, 36, 10.111102877068, 0.70558192580938, 3.724937617978
34, 36.25, 10.64003079501, 1.4886861755513, 3.7545508365513
34, 36.5, 11.268629375612, 2.5290288287215, 3.7125565997826
34, 36.75, 12.001856030198, 3.8804865065031, 3.7725563228551
34, 37, 12.844668179285, 5.5969358840957, 3.7249248257631
34, 37.25, 13.802023232449, 7.7322536031716, 3.801233279892
34, 37.5, 14.87887861114, 10.340316332877, 3.8273565410919
34, 37.75, 16.080191726796, 13.475000699051, 4.0582726561465
34, 38, 17.410919997841, 17.19018336013, 4.2832418753568
34, 38.25, 18.876020839205, 21.53974097874, 4.3610974491571
34, 38.5, 20.48045166512, 26.577550202608, 3.7492093080712
34, 38.75, 22.229169893544, 32.357487666421, 5.8467622160062
34.25, 31.25, 9.7191699114628, -35.67817695532, 3.2480232915245
34.25, 31.5, 9.6227005361579, -29.629466194194, 2.4703742477896
34.25, 31.75, 9.5073933572276, -24.348185741808, 3.0502184450009
34.25, 32, 9.3784092238639, -19.780234809965, 2.9404208377419
34.25, 32.25, 9.2409089868888, -15.871512585785, 2.7737836529317
34.25, 32.5, 9.1000534944469, -12.567918257788, 2.7557950511447
34.25, 32.75, 8.961003598175, -9.8153510382399, 2.9118951531849
34.25, 33, 8.8289201459847, -7.5597100993618, 3.0383856692173
34.25, 33.25, 8.7089639896294, -5.7468946618028, 3.2295738774767
34.25, 33.5, 8.6062959770206, -4.322803907562, 3.2338938820116
34.25, 33.75, 8.5260769601446, -3.2333370367996, 3.3691840031177
34.25, 34, 8.4734677870292, -2.4243932426907, 3.4321877056753
34.25, 34.25, 8.4536293055862, -1.8418717104942, 3.4195881861741
34.25, 34.5, 8.4717223712942, -1.4316716557369, 3.3558079888589
34.25, 34.75, 8.5329078296199, -1.1396922576241, 3.3579376043175
34.25, 35, 8.6423465308035, -0.91183271957561, 3.4094795879519
34.25, 35.25, 8.8051993257832, -0.69399224501103, 3.4867518799477
34.25, 35.5, 9.0266270650318, -0.43207000242546, 3.6133185547238
34.25, 35.75, 9.311790597043, -0.071965220849961, 3.7939330461731
34.25, 36, 9.6658507715911, 0.44042292796075, 3.9050584710908
34.25, 36.25, 10.093968438217, 1.1591952396557, 3.9168888377908
34.25, 36.5, 10.601304446813, 2.1384525252506, 3.873662858206
34.25, 36.75, 11.193019649712, 3.4322955873795, 3.9620360982447
34.25, 37, 11.874274891568, 5.09482522076, 3.9010465808802
34.25, 37.25, 12.650231031002, 7.1801422378048, 3.9459554021692
34.25, 37.5, 13.526048905216, 9.7423474434763, 3.9744062215783
34.25, 37.75, 14.506889373064, 12.83554163482, 4.1591067020314
34.25, 38, 15.59791328432, 16.513825626113, 4.4190816341432
34.25, 38.25, 16.804281487362, 20.831300222315, 4.5685434198368
34.25, 38.5, 18.131154828705, 25.842066219077, 4.1479331187379
34.25, 38.75, 19.583694162546, 31.600224438123, 5.0697786360722
34.5, 31.25, 7.1309407595545, -34.698545491789, 2.4727159194661
34.5, 31.5, 7.3618922493188, -28.714526838157, 2.7141825224372
34.5, 31.75, 7.5499509562505, -23.498834219296, 3.1928937249097
34.5, 32, 7.7004572021542, -18.99715186283, 3.0012181339632
34.5, 32.25, 7.8187513106968, -15.155163958203, 2.7864381548193
34.5, 32.5, 7.9101736021694, -11.918554690666, 2.7599731163382
34.5, 32.75, 7.9800644011702, -9.2330082901753, 2.8943022503555
34.5, 33, 8.0337640283396, -7.0442089238204, 3.0157577564932
34.5, 33.25, 8.0766128079267, -5.2978408122435, 3.2133738865351
34.5, 33.5, 8.113951061503, -3.9395881365053, 3.242225791452
34.5, 33.75, 8.1511191084282, -2.915135116782, 3.3531737901581
34.5, 34, 8.193457275629, -2.1701659373939, 3.4315525834368
34.5, 34.25, 8.2463058795547, -1.6503648031503, 3.4512828590273
34.5, 34.5, 8.3150052486453, -1.3014159062877, 3.3858751122919
34.5, 34.75, 8.4048957021441, -1.0690034567378, 3.4061787460954
34.5, 35, 8.5213175617391, -0.89881164720282, 3.4461174597593
34.5, 35.25, 8.669611151563, -0.73652467830107, 3.5362726236955
34.5, 35.5, 8.8551167919068, -0.52782674413174, 3.6494174411219
34.5, 35.75, 9.083174806321, -0.21840205136687, 3.830802144096
34.5, 36, 9.3591255175415, 0.24606520263478, 3.9205118102184
34.5, 36.25, 9.6883092448115, 0.91989080654457, 3.9294618723987
34.5, 36.5, 10.07606631401, 1.8573906030506, 3.9114441864457
34.5, 36.75, 10.527737046592, 3.1128803547472, 3.9842868132222
34.5, 37, 11.04866176541, 4.7406758610159, 3.9137246443859
34.5, 37.25, 11.64418078959, 6.7950929421932, 3.9376929202327
34.5, 37.5, 12.319634441286, 9.3304473944008, 3.9667614593787
34.5, 37.75, 13.080363048706, 12.401055000722, 4.1174723344192
34.5, 38, 13.931706928881, 16.061231582426, 4.4048109263219
34.5, 38.25, 14.879006405827, 20.36529294122, 4.6354061657163
34.5, 38.5, 15.927601798903, 25.367554876022, 4.3220781191381
34.5, 38.75, 17.082833435852, 31.122333170846, 4.4178674371907
34.75, 31.25, 4.5904212384485, -34.019437111914, 2.4619972966064
34.75, 31.5, 5.1490327882348, -28.079826164525, 2.871125392851
34.75, 31.75, 5.640975415241, -22.909545738716, 3.3360335850842
34.75, 32, 6.0717497738078, -18.454056096729, 3.1310662581279
34.75, 32.25, 6.4468565161806, -14.658817486838, 2.8889310579215
34.75, 32.5, 6.7717962932074, -11.469290189911, 2.8390292706441
34.75, 32.75, 7.0520697628381, -8.8309344556183, 2.9545838088349
34.75, 33, 7.2931775738252, -6.6892105480656, 3.0579670705496
34.75, 33.25, 7.5006203765515, -4.9895787206478, 3.2552914352309
34.75, 33.5, 7.6798988281516, -3.6774992491119, 3.2840615809044
34.75, 33.75, 7.836513580638, -2.6984323868528, 3.4098120896277
34.75, 34, 7.9759652842768, -1.9978384049609, 3.5078448551123
34.75, 34.25, 8.1037545953877, -1.5211775591597, 3.5553123397085
34.75, 34.5, 8.2253821642371, -1.2139101023786, 3.5067202202322
34.75, 34.75, 8.3463486417895, -1.0214963010512, 3.5255208792887
34.75, 35, 8.4721546855289, -0.8893964253366, 3.5833598076571
34.75, 35.25, 8.6083009449067, -0.76307072583586, 3.6652555515915
34.75, 35.5, 8.7602880743798, -0.58797946432605, 3.779272413857
34.75, 35.75, 8.9336167229339, -0.30958291562274, 3.9534865086868
34.75, 36, 9.1337875481695, 0.12665867758915, 4.0185361098784
34.75, 36.25, 9.3663012003526, 0.77528503863141, 4.0226014592628
34.75, 36.5, 9.6366583313793, 1.690835909918, 3.9958965832143
34.75, 36.75, 9.9503595975693, 2.9278510259464, 4.0796523559493
34.75, 37, 10.312905647093, 4.5408701440319, 3.9962947061879
34.75, 37.25, 10.72979713534, 6.5844329791144, 4.015379142317
34.75, 37.5, 11.206534715835, 9.1130792768672, 4.0305156092273
